sentence1	sentence2	gold_label
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	남자가 사막을 달리고 있다.	neutral
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	남자는 족장이다	neutral
겨자 건물 앞에서 당나귀를 타고 있는 남자.	남자가 동물을 타고 있다.	entailment
겨자 건물 앞에서 당나귀를 타고 있는 남자.	쥐가 셔츠 주머니에 누워 있는 동안 한 남자가 동물을 타고 있다.	neutral
겨자 건물 앞에서 당나귀를 타고 있는 남자.	한 남자가 공원을 통해 자전거를 타고 있다.	contradiction
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	공을 차는 두 선수는 상대팀에 있다.	contradiction
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	프로 선수들은 흥미진진한 축구 경기를 하고 있다.	neutral
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	두 팀의 사람들이 축구를 하고 있다.	entailment
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	많은 사람들이 축구를 한다	entailment
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	많은 사람들이 챔피언쉽을 위해 축구를 한다	neutral
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	그 팀들은 경기를 준비하고 있다.	neutral
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	한 팀의 선수가 농구공을 통과한다.	contradiction
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	한 선수가 다른 팀이 지켜보는 동안 그의 팀 동료에게 축구공을 건네준다.	entailment
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	공원에서 농구 경기가 진행되고 있다.	contradiction
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	사람들이 스포츠를 하고 있다.	entailment
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	흰색과 파란색 팀의 한 선수가 그의 팀 동료를 향해 야구공을 치지만 붉은 팀의 선수들은 보지 않는다.	contradiction
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	많은 사람들이 축구장에서 계란을 요리한다	contradiction
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	두 축구팀이 스크림마지를 하고 있다	neutral
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	흰색과 파란색 팀이 공을 이리저리 걷어차고 있다.	entailment
흰색과 파란색 팀의 한 선수가 붉은 팀 선수들이 지켜보는 동안 그의 팀 동료를 향해 축구공을 차버린다.	축구 경기가 벌어지고 있다.	neutral
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	골키퍼가 축구공을 들고 있다.	contradiction
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	축구 경기가 열리고 있다.	entailment
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	팀 동료들은 축구 선수를 본다.	neutral
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	그 축구선수는 성인이다.	neutral
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	축구 경기가 있다.	entailment
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	한 축구선수가 그의 팀 동료에게 공을 차주고 있다.	entailment
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	파란 옷을 입은 팀이 경기에서 이기고 있다.	neutral
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	한 팀의 색깔은 파란색과 흰색이고 다른 팀의 색깔은 빨간색입니다.	entailment
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	파란 팀이 시합에서 이기고 있다.	neutral
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	축구선수가 골을 넣으려고 한다.	neutral
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	한 축구선수가 방관하고 있다.	contradiction
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	그 팀들은 파란색과 빨간색을 입고 있다.	entailment
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	그 팀들은 분홍색과 주황색 옷을 입고 있다.	contradiction
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	공은 테니스 공이다.	contradiction
파란색과 흰색 옷을 입은 축구선수가 팀 동료에게 공을 차주고 있고 다른 팀 동료들과 상대팀들은 빨간 시계를 차고 있다.	빨간 팀과 파란 팀이 농구를 한다.	contradiction
나무를 지나 한 남자가 당나귀를 타고 있다.	그 남자는 말을 탄다	contradiction
나무를 지나 한 남자가 당나귀를 타고 있다.	당나귀가 빠르게 움직이고 있다	neutral
나무를 지나 한 남자가 당나귀를 타고 있다.	남자가 당나귀 위에 있다	entailment
빨간색과 흰색의 아이들이 축구를 하고 있다.	축구 토너먼트에는 아이들이 공놀이를 하고 있다.	neutral
빨간색과 흰색의 아이들이 축구를 하고 있다.	어떤 아이들은 공놀이를 하고 있다.	entailment
빨간색과 흰색의 아이들이 축구를 하고 있다.	한 무리의 아이들이 트랙을 달리고 있다.	contradiction
모자와 스카프를 두른 남자가 밖에 녹색 울타리가 달린 장면을 그리고 있다.	남자가 걸작을 파괴하고 있다.	contradiction
모자와 스카프를 두른 남자가 밖에 녹색 울타리가 달린 장면을 그리고 있다.	남자가 그림을 그리고 있다.	entailment
모자와 스카프를 두른 남자가 밖에 녹색 울타리가 달린 장면을 그리고 있다.	남자는 예술을 즐긴다.	neutral
개 한 마리가 공을 입에 물고 뛰어내린다.	공을 가진 고양이	contradiction
개 한 마리가 공을 입에 물고 뛰어내린다.	테니스공을 든 개	neutral
개 한 마리가 공을 입에 물고 뛰어내린다.	공을 가진 개	entailment
한 노인과 여성이 기구를 조종할 준비가 되어 있다.	남녀가 기구를 조작하는 데 어려움을 겪고 있다.	neutral
한 노인과 여성이 기구를 조종할 준비가 되어 있다.	남자와 여자가 침대에서 자고 있다	contradiction
한 노인과 여성이 기구를 조종할 준비가 되어 있다.	남녀가 기계를 조종하고 있다	entailment
배낭을 메고 있는 자전거 타는 사람이 교외 거리를 타고 내려간다.	자전거 타는 사람이 거리를 따라 여행하고 있다	entailment
배낭을 메고 있는 자전거 타는 사람이 교외 거리를 타고 내려간다.	자전거 타는 사람이 자전거를 들이받다	contradiction
배낭을 메고 있는 자전거 타는 사람이 교외 거리를 타고 내려간다.	자전거 타는 사람이 캠퍼스로 가고 있다	neutral
큰 파도 앞에 어부가 서 있다.	잃어버린 물고기를 찾는 어부	neutral
큰 파도 앞에 어부가 서 있다.	해변 의자에 누워있는 어부	contradiction
큰 파도 앞에 어부가 서 있다.	물에 서 있는 어부	entailment
멋진 해변에서 모래를 평평하게 하는 중장비.	사람들이 해변을 따라 걷고 있다.	contradiction
멋진 해변에서 모래를 평평하게 하는 중장비.	중장비가 해변에 있다.	entailment
멋진 해변에서 모래를 평평하게 하는 중장비.	사람들은 오늘 일하고 있다.	neutral
흐릿한 셔츠를 입은 아이가 화단에서 놀고 있다.	아이가 꽃을 따고 있다	neutral
흐릿한 셔츠를 입은 아이가 화단에서 놀고 있다.	아이가 놀고 있다	entailment
흐릿한 셔츠를 입은 아이가 화단에서 놀고 있다.	그 아이는 영화를 보았다	contradiction
밝은 사무실에서 야구 모자를 쓴 노동자들.	두 명의 노동자가 밖에서 프리스비를 하고 있다.	contradiction
밝은 사무실에서 야구 모자를 쓴 노동자들.	일부 근로자들은 사무실에서 커피 휴식을 취하고 있다.	neutral
밝은 사무실에서 야구 모자를 쓴 노동자들.	두 명의 노동자가 사무실 건물 안에 있다.	entailment
한 남자가 손에 물건을 들고 물 위를 내다본다.	한 남자가 물 위를 바라본다.	entailment
한 남자가 손에 물건을 들고 물 위를 내다본다.	한 남자가 바닥에 서서 물을 바라보는 동안 물속에서 수영을 하고 있다.	contradiction
한 남자가 손에 물건을 들고 물 위를 내다본다.	한 남자가 물에 무언가를 던질 준비를 하고 있다.	neutral
야구 모자를 쓴 두 사람이 넓은 사무실 공간 안에 앉아 컴퓨터 화면을 보고 있다.	사람들이 연구 프로젝트를 하고 있다.	neutral
야구 모자를 쓴 두 사람이 넓은 사무실 공간 안에 앉아 컴퓨터 화면을 보고 있다.	사람들이 야외에 있다.	contradiction
야구 모자를 쓴 두 사람이 넓은 사무실 공간 안에 앉아 컴퓨터 화면을 보고 있다.	사람들이 실내에 있다.	entailment
밝은 색의 야구 모자를 쓴 두 사람이 그들 앞에 있는 두 대의 컴퓨터 모니터를 보고 있다.	사람들은 컴퓨터를 본다	entailment
밝은 색의 야구 모자를 쓴 두 사람이 그들 앞에 있는 두 대의 컴퓨터 모니터를 보고 있다.	여자 골프 아웃사이드	contradiction
밝은 색의 야구 모자를 쓴 두 사람이 그들 앞에 있는 두 대의 컴퓨터 모니터를 보고 있다.	사람들은 게임을 한다	neutral
하얀 모자를 쓴 두 명의 직원이 희미하게 불이 켜진 방에서 두 개의 컴퓨터 화면에서 일하고 있다.	희미하게 불이 켜진 방에서는 흰 모자를 쓴 두 명의 직원이 컴퓨터 작업을 하고 있다.	entailment
하얀 모자를 쓴 두 명의 직원이 희미하게 불이 켜진 방에서 두 개의 컴퓨터 화면에서 일하고 있다.	금속 상자로 요리하는 남자는 거의 없다	contradiction
하얀 모자를 쓴 두 명의 직원이 희미하게 불이 켜진 방에서 두 개의 컴퓨터 화면에서 일하고 있다.	컴퓨터 작업을 하는 두 사람	neutral
흰 모자를 쓴 두 사람이 컴퓨터 화면을 본다.	소프트웨어 코드 작업을 하는 사람들.	neutral
흰 모자를 쓴 두 사람이 컴퓨터 화면을 본다.	사람들은 달을 올려다본다.	contradiction
흰 모자를 쓴 두 사람이 컴퓨터 화면을 본다.	사람들이 컴퓨터를 보고 있다.	entailment
파란 스쿠터를 탄 사람이 횡단보도에서 기다린다.	베스파가 만든 파란색 스쿠터를 타는 사람	neutral
파란 스쿠터를 탄 사람이 횡단보도에서 기다린다.	파란 스쿠터를 타는 사람	entailment
파란 스쿠터를 탄 사람이 횡단보도에서 기다린다.	파란 차를 타는 사람	contradiction
