sentence1	sentence2	gold_label
Nu-Wave Health Product는 Cold-Rid sugar-free zinc lozenges를 도입했다.	Nu-Wave Health Product라는 회사는 설탕이 없고 Cold-Rid라고 불리는 아연이 들어 있는 로젠지를 만들었다.	entailment
이번 주 유가는 북동부의 추운 날씨 때문에 급등했다. 그것은 확실히 합리적이다.	이번 주 북동부 지역의 추운 날씨로 유가가 오른 것은 일리가 있다.	entailment
도대체 당신이 알고 있는 마약은 무엇인가요?	너도 알다시피, 마약은 나쁘다.	neutral
그게 얼마나 많은 힘을 가지고 있는지 보여줄게, 내가 말해줄게.	그것은 그 어떤 것보다 더 많은 힘을 가지고 있다.	neutral
이것들은 공이나 식당에서 손바닥으로 들고 다니도록 되어 있었고, 코가 먼지를 털고, 입이 다시 칠해지고, 소브라니가 선택한 동안 영리한 작은 경첩이 번쩍이는 금빛 인테리어를 모든 사람들 앞에 배치했다.	입이 다시 칠해져 코에 먼지가 묻었다.	entailment
같은 날, 또 다른 알바니아 신문인 iKoha Jonei는 알바니아 정부의 부패에 관한 인상적인 통계를 발표했다.	아이코하 조네이는 가장 유명한 알바니아 기자였다.	neutral
그것은 교양 있는 목소리였고, 그의 얼굴에는 무기의 공포에도 데이브의 마음에 등록된 세련미가 있었다.	그 무기는 순간적인 죽음을 초래한 마법의 칼날이었다.	neutral
이론가는 얼굴을 찌푸리며 이마를 찡그렸다.	뭔가가 잘못되었고 이론은 무엇을 알아낼 수 없었다.	neutral
꽤 죽었다.	살아있지 않다.	entailment
해변은 정글 산책뿐만 아니라 수영 및 기타 활동을 제공하는 정기적인 휴가 휴양지입니다.	해변은 아름답다	neutral
존슨은 "항공업계에는 머피를 알고 있었다고 주장하는 평판이 좋은 사람들이 몇 명 있는데, 이는 각각의 경우 다른 머피"라고 채터박스에게 유감스럽게 말했다.	항공업계의 몇몇 평판이 좋은 사람들은 머피를 알고 있었다고 주장한다.	entailment
러서트의 손님인 칼럼니스트 마이크 바니클은 테드 케네디가 그렇게 많은 가족 비극을 겪었다는 것에 대해 칭찬과 동정을 표했다.	케네디 부부는 그들의 가족에서 많은 비극을 경험했다.	entailment
고대의 지진 활동은 층화된 바위를 하늘을 향해 강요했고 바람과 거품의 작용은 그것을 기괴한 모양으로 만들었다.	이 지역에서는 지진이 꽤 흔하다.	neutral
개인 소득세, 법인 소득세, 사회 보험세 및 기부금, 37 소비세, 재산 및 증여세 및 관세.	그들은 다양한 종류의 세금에 주목했다.	entailment
연방의 빈번한 전단지 정책을 변경하고 직원들이 이러한 사용되지 않는 마일리지를 이용할 수 있도록 소급하여 변경하는 것은 연방 직원들의 사기를 높이고 연방정부의 민간 부문과 경쟁할 수 있는 능력을 강화시킬 것이다.	직원들이 사용하지 않는 마일리지를 사용할 수 있도록 정책을 바꾸는 것은 사기를 향상시키고 직원들이 그들의 직업에 머물게 할 것이다.	neutral
주문 접수 후 4개월 이내에 프로젝트를 완료할 수 있어야 합니다.	그 프로젝트는 4개월 이내에 완료될 수 없었다.	contradiction
그는 웨이터의 일종이다.	그는 살아있는 최악의 웨이터이다.	neutral
사실, Irma Vep을 보면서, 내 생각은 프랑스 영화의 진짜 막다른 골목을 대표하는 Luc Besson의 엉망진창인 서사시로 계속 표류했다.	그들은 약간 너무 비판적이었다.	neutral
좋아, 나는 우리가 소련에 대한 우리의 견해를 미국에 대한 지속적인 위협으로 논의해야 한다고 생각해. 그것에 대해 어떻게 생각해?	그렇다면 소련이 여전히 위협적이라고 보십니까?	neutral
자넷 리노 법무장관 사무실로 전화해	자넷 리노는 사무실이 넓다.	neutral
존은 잠시 그를 바라보았다.	존은 동생 톰을 바라보고 있었다.	neutral
MLS는 첫 두 시즌 동안 3천만 달러 이상의 엄청난 돈을 잃고 있다.	MLS는 처음 두 시즌 동안 매우 수익성이 높았다.	contradiction
드물고 거의 보이지 않는 갠지틱 돌고래는 만약 당신이 극도로 운이 좋다면 당신의 카누와 함께 한 대 얻어맞을 수도 있다.	강직한 돌고래의 눈은 바다의 어두운 깊이에 익숙해지도록 진화했다.	neutral
일 때문에 독서에 휘말리거나 자기 향상을 알고 독서의 재미를 잊는 것은 매우 쉽다.	나는 독서가 재미있을 수 있다고 생각하지 않아.	contradiction
그는 그저 투덜거리며 깃발을 내리쳤다.	남자가 깃발을 들었다.	contradiction
나는 그것이 지역사회 봉사가 그것에 대해 더 긍정적인 조명을 가질 필요가 있다고 생각한다. 그리고 당신이 그것을 하고 싶었기 때문에 그것을 하고 싶었기 때문에 당신이 알고 있는 것으로 보이게 해야 한다고 생각한다. 오, 당신은 3개월 동안 감옥에 가는 대신에 그것을 했다는 것을 알고 있지 않다. 나는 그것이 내가 지금 느끼는 느낌이다.	지역사회 봉사는 끔찍하고 엄격한 처벌로 보여져야 한다.	contradiction
하지만 그 조약 초안이 나오면 우린 끝장이야	조약 초안이 없어서 우린 괜찮아.	contradiction
존은 그런 속도와 정확성을 가진 사람을 거의 보지 못했다.	존은 같은 속도와 정확성을 가진 많은 사람들을 알고 있었다.	contradiction
고대의 지진 활동은 층화된 바위를 하늘을 향해 강요했고 바람과 거품의 작용은 그것을 기괴한 모양으로 만들었다.	바위는 파도의 작용에 의해 만들어졌다.	contradiction
그리고 퀼팅과 음	뜨개질하고	contradiction
MAGIC 결과는 세 가지 ANC 클래스에 대한 호수와 하천의 분포를 보여준다.	MAGIC는 사람들에게 모자에서 토끼를 꺼내는 방법을 보여준다.	contradiction
그러나 아무도 바우어슈타인을 의심하거나 포와로를 제외한 다른 샘플을 채취할 생각을 하지 않을 것이다."라고 나는 뒤늦게 인정하면서 덧붙였다.	두 번째 테스트는 케이스를 해결하거나 원숭이 렌치를 던질 것이다.	neutral
그것은 가능한 한 부인일 수 없었다. 잉글소프의 죽음은 하워드 양에게 이익이 된다.	잉글소프 부인의 죽음은 하워드 양에게 큰 이익이었다.	contradiction
그래, 그는 그것을 해. 하지만 그가 더 이상 얼마나 많은 지지를 받을 수 있는지는 꽤 놀랍다.	그가 얼마나 많은 지지를 받는지 정말 놀랍다.	entailment
우리는 무례한 각성에 빠져있었고 그들은 자동차처럼 개인 재산세를 부과했고 우리가 그곳에 온 첫 해에는 8백 달러 정도였고 우리는 마치	자동차에 대한 개인 재산세 청구서가 왔을 때 우리는 그것을 살 여유가 있는지 확신할 수 없었다.	neutral
행운을 빌어요.'	다리를 부러뜨리다.	entailment
홍콩 필하모닉 오케스트라는 1975년에 설립되었다.	홍콩 필하모닉 오케스트라는 1975년부터 존재해 왔다.	entailment
그게 보통 당신이 편지에서 그들에게 말하는 것이다.	너는 누구에게도 편지를 쓴 적이 없다.	contradiction
멀리서 두 개의 불빛이 빠르게 가까워지고 있다.	근처에는 불빛이 보이지 않았다.	contradiction
그의 이모는 그에게 서쪽에서 출발할 수 있을 만큼 그의 돈 벨트에 더 많은 금을 가져가게 했다.	그의 이모는 그의 금을 모두 빼앗아 서쪽에서 출발하지 못했다.	contradiction
그러나 인디언들은 그의 협의 거부에 분개했고, 벵골의 잘못된 분할에 대해 폭동을 일으켰다.	인디언들은 벵골이 특정한 방식으로 분할되기를 원했기 때문이 아니라 테이블에 앉기를 원했기 때문에 폭동을 일으켰다.	neutral
첫째, 이 출판물은 사실 유료 정치광고였을 때 레드아이 편집제품을 가장해 이메일 음조가 잘못 나갔다는 입장을 취했다.	그 출판물에 따르면 그 이메일은 매우 교활한 정치 광고였다.	neutral
충격에 빠진 뇌, 뭔가...잘못됐네...팔이 너무 크고, 다리가 너무 짧고, 심장이 너무 느리고...내 손이 유리에 부딪히고, 작은 공간에 갇히고, 튜브에 빠져...무슨 일이야?	브라이언은 충격을 받았다.	entailment
이 성명서는 또한 공공 서비스를 지속하고 의무를 이행하기 위한 미래 예산 자원의 충분성을 평가하는 데 도움이 될 예상을 보고하는 표준을 수립합니다.	성명은 또한 혜택을 받으려면 요금이 있어야 한다고 말한다.	neutral
불행하게도 우리는 함께 일하고, 그는 주식에 있고, 나는 자금에 있다.	우리는 어떤 종류의 일에도 함께 일한 적이 없다.	contradiction
이러한 기본 원칙은 시대를 초월하여 성과와 책임 직업뿐만 아니라 더 넓은 재계와 우리 나라의 자본 시장에서 신뢰와 신뢰를 회복하는 방법을 포함하여 광범위한 전문, 기업, 정부 및 개인 문제에 적용될 수 있다.	시간 없는 기본 원칙은 기업과 정부 내의 많은 것에 적용될 수 있다.	entailment
아드린은 터널을 무너뜨렸다.	터널은 무너지지 않았습니다.	contradiction
전시회에는 푸코 진자 및 우주 레이 클라우드 챔버가 있는 과학 홀이 있습니다.	과학의 전당은 버려져 있고 안에는 아무것도 없다.	contradiction
나도 몰라. 그리고 이 불쌍한 아이들은 영원히 아버지가 없을 거야. 그리고 이 남자는 그가 밖으로 나올 가능성이 있어. 그는 거리를 걷고 있을 거야. 그리고 그것은 단지 그렇지 않아.	이 행복한 아이들은 모두 영원히 아버지를 가질 것이다.	contradiction
그것의 난해한 규칙과 통제된 열정의 복잡함에는 인도 사람들에게 어필하는 무언가가 있다.	난해한 규칙은 인도 사람들을 행복하게 만든다.	entailment
웰즐리에서 그녀에게 영향을 준 칼 오겔스비는 마오쩌둥주의자 또는 마르크스주의자였다.	그녀는 오겔스비의 작품과 아이디어를 주의 깊게 따랐다.	neutral
분명한 대답은 그가 어떻게든 아직 살아 있는 평범한 병원에 입원해 있다는 것이었다.	그 남자는 비행기 추락사고에서 살아남아 병원에 있었다.	neutral
프루지스에서 작은 D130을 남서쪽으로 크레키를 향해, 작은 크레쿠아즈 강의 계곡을 따라 다시 칸체 강으로 내려간다.	프루지스는 죽음의 골짜기를 따라 파리를 향해 북동쪽으로 큰 D300을 타고 칸체까지 내려간다.	contradiction
휘팅턴은 모든 이야기를 하고 있는 것 같았고, 간호사는 그냥 귀를 기울였다.	간호사가 휘팅턴의 귀를 쫑긋 세우고 있었다	contradiction
음, 그건 확실히 음	확실히 그랬다	entailment
급습이 있었나, 소령, 그는 군대를 철수시켰다. 그리고 돈 카자르는 그의 기수들을 데리고 나갔다.	소령이 이 근처를 둘러보았지만 급습은 없었다.	contradiction
그래, 아니, 난 고군분투하는 싱글맘이야 그리고 음, 고마워. 시간이 소중한 돈이라는 걸 알잖아.	나는 미혼모이고 힘든 싸움이다.	entailment
나는 또한 루카에 있는 한 소년이 자전거로 비둘기를 치려고 하는 것을 보았다.	루카의 한 소년이 자전거를 이용해 비둘기들을 덮치려고 했다.	entailment
FCIC의 한 관계자에 따르면, 연방 등록부에 인증서의 발행은 소상공인청(SBA) 옹호 수석 변호사에게 제605조제(b)항에 따른 통지를 제공하는 것으로 취급되었다.	제605조제(b)항은 SBA 옹호 수석 고문 및 인증서 발행과 관련이 없다.	contradiction
5점 - 발행된 전체 길이 시 제목 수	전체 길이 시 제목은 출판되지 않았습니다.	contradiction
4백 달러나 되는 돈이야?	나는 400달러가 많은 돈이라고 생각한다.	neutral
누군가가 CNN 남자에게 "요즘 시청률은 어때?"라고 묻는다.	누군가가 CNN의 시청률에 대해 물었다.	entailment
군중으로부터 멀리 떨어진 마을의 모퉁이들 중에서 옛 유대인 게토(철도역 북동쪽)는 특히 평화롭고 베네치아 역사의 매혹적인 페이지를 드러낸다.	옛 유대인 게토는 이제 부유한 동네가 되었다.	neutral
공원의 북쪽 모퉁이에 있는 강 서쪽에 있는 부킷 타쿰 740m(2,428ft)가 가장 높은 지점이다.	그 길을 따라 많은 고점이 있다.	neutral
소설 문제, 저자 2.0 및 전자책 읽기에 기여합니다.	전자책은 소설 문제에 기여하기 위해 소설이어야 한다.	neutral
이 법은 CFO법에 따라 명명된 24개 부서 및 기관에 대한 감사인이 기관의 재무제표에 대한 연례 감사의 일환으로, 기관이 연방 금융 관리 시스템 요건, 적용 가능한 연방 회계 기준 및 거래 수준에서 SGL을 실질적으로 준수하는지 여부를 요구하고 있다.	그 보고서에는 더 많은 기관들이 포함되어야 했다.	neutral
